#          source         l            b           l*          b*         D*         NHI      NKI    V_CNM    V_KI   Delta_V
                          [deg]       [deg]       [deg]       [deg]     [pc]  [1e20 cm-2][1e10 cm-2] [km/s]   [km/s] [km/s]
---------------------------------------------------------------------------------------------------------------------------    
185 	J051619-733601 	 285.07 	 -32.60 	 285.35 	 -32.68 	 915.60 	 8.1 	 25.9 	 7.03 	 7.48 	 -0.45
186 	J051854-741447 	 285.76 	 -32.26 	 285.87 	 -32.14 	 1456.20 	 9.1 	 54.6 	 6.53 	 5.43 	 1.10
187 	J052105-695939 	 280.79 	 -33.05 	 281.10 	 -33.48 	 1847.70 	 4.6 	 17.1 	 6.88 	 5.97 	 0.91
188 	J052129-745638 	 286.51 	 -31.92 	 286.37 	 -31.87 	 626.70 	 7.3 	 18.3 	 6.35 	 6.55 	 -0.20
189 	J052305-734523 	 285.12 	 -32.10 	 285.37 	 -32.47 	 1820.50 	 7.6 	 18.9 	 7.49 	 7.85 	 -0.36
190 	J052309-731408 	 284.51 	 -32.21 	 284.71 	 -32.54 	 756.40 	 6.5 	 38.2 	 5.82 	 4.43 	 1.39
191 	J052416-741419 	 285.65 	 -31.91 	 285.87 	 -32.14 	 1456.20 	 12.2 	 54.6 	 6.95 	 5.43 	 1.52
192 	J052626-655623 	 275.92 	 -33.22 	 275.79 	 -32.74 	 1284.90 	 4.6 	 22.6 	 4.95 	 8.58 	 -3.63
193 	J052627-655607 	 275.91 	 -33.22 	 275.41 	 -33.48 	 721.80 	 4.4 	 22.1 	 5.01 	 8.57 	 -3.56
194 	J052810-650352 	 274.85 	 -33.15 	 275.35 	 -33.22 	 580.90 	 4.2 	 22.3 	 8.24 	 9.66 	 -1.42
195 	J052847-683622 	 279.03 	 -32.62 	 278.70 	 -32.74 	 1244.20 	 5.6 	 19.0 	 7.43 	 7.22 	 0.21
196 	J052905-765700 	 288.66 	 -30.99 	 288.42 	 -31.15 	 860.00 	 6.9 	 17.6 	 4.70 	 5.81 	 -1.11
197 	J052916-762511 	 288.05 	 -31.10 	 288.42 	 -31.15 	 860.00 	 6.5 	 17.6 	 4.06 	 5.81 	 -1.75
198 	J052929-724528 	 283.85 	 -31.86 	 283.87 	 -31.78 	 628.10 	 6.0 	 22.1 	 -6.40 	 -5.18 	 -1.22
199 	J053009-664810 	 276.88 	 -32.74 	 276.59 	 -32.84 	 1404.70 	 4.7 	 22.9 	 7.23 	 7.65 	 -0.42
200 	J053029-751334 	 286.67 	 -31.29 	 286.46 	 -31.47 	 606.50 	 5.8 	 21.4 	 1.48 	 1.84 	 -0.36
201 	J053106-654441 	 275.62 	 -32.77 	 275.79 	 -32.74 	 1284.90 	 4.7 	 22.6 	 5.38 	 8.58 	 -3.20
202 	J053246-634819 	 273.30 	 -32.78 	 273.59 	 -33.12 	 812.60 	 4.3 	 17.4 	 7.94 	 8.12 	 -0.18
203 	J053249-634813 	 273.30 	 -32.77 	 273.59 	 -33.12 	 812.60 	 4.0 	 17.4 	 6.06 	 8.12 	 -2.06
204 	J053424-732718 	 284.58 	 -31.38 	 284.86 	 -31.34 	 2115.40 	 6.8 	 40.3 	 5.21 	 5.08 	 0.13
205 	J053424-732724 	 284.58 	 -31.38 	 284.86 	 -31.34 	 2115.40 	 6.9 	 40.3 	 5.11 	 5.08 	 0.03
206 	J053425-732731 	 284.58 	 -31.38 	 284.86 	 -31.34 	 2115.40 	 7.0 	 40.3 	 5.49 	 5.08 	 0.41
207 	J053542-660145 	 275.90 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 3.9 	 22.6 	 6.53 	 8.58 	 -2.05
208 	J053542-660156 	 275.90 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 4.1 	 22.6 	 6.85 	 8.58 	 -1.73
209 	J053542-660206 	 275.91 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 3.9 	 22.6 	 6.62 	 8.58 	 -1.96
210 	J053544-660204 	 275.90 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 3.9 	 22.6 	 6.62 	 8.58 	 -1.96
211 	J053545-660145 	 275.90 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 3.9 	 22.6 	 5.80 	 8.58 	 -2.78
212 	J053547-660146 	 275.90 	 -32.27 	 275.79 	 -32.74 	 1284.90 	 4.0 	 22.6 	 6.55 	 8.58 	 -2.03
213 	J054002-735616 	 285.06 	 -30.91 	 284.86 	 -31.34 	 2115.40 	 8.1 	 40.3 	 6.67 	 5.08 	 1.59
214 	J054049-625124 	 272.12 	 -31.93 	 272.06 	 -32.15 	 606.90 	 5.0 	 25.5 	 5.49 	 10.82 	 -5.33
215 	J054105-735345 	 284.99 	 -30.84 	 284.76 	 -30.46 	 700.40 	 7.9 	 28.2 	 6.77 	 8.56 	 -1.79
216 	J054135-680041 	 278.16 	 -31.52 	 278.70 	 -31.52 	 606.50 	 5.7 	 21.5 	 6.15 	 2.87 	 3.28
217 	J054150-733215 	 284.57 	 -30.84 	 284.76 	 -30.46 	 700.40 	 8.3 	 28.2 	 8.61 	 8.56 	 0.05
218 	J054219-733129 	 284.55 	 -30.81 	 284.76 	 -30.46 	 700.40 	 8.2 	 28.2 	 6.16 	 8.56 	 -2.40
219 	J054220-733135 	 284.55 	 -30.81 	 284.76 	 -30.46 	 700.40 	 9.0 	 28.2 	 5.71 	 8.56 	 -2.85
220 	J054239-733635 	 284.65 	 -30.78 	 284.76 	 -30.46 	 700.40 	 8.2 	 28.2 	 7.44 	 8.56 	 -1.12
221 	J054427-715528 	 282.68 	 -30.87 	 282.39 	 -30.55 	 522.90 	 5.4 	 17.2 	 7.11 	 8.87 	 -1.76
222 	J054608-712741 	 282.13 	 -30.79 	 282.39 	 -30.55 	 522.90 	 6.4 	 17.2 	 6.72 	 8.87 	 -2.15
223 	J054755-741738 	 285.38 	 -30.32 	 285.44 	 -30.08 	 1457.50 	 7.5 	 28.0 	 5.85 	 6.08 	 -0.23
224 	J054901-712012 	 281.96 	 -30.57 	 282.39 	 -30.55 	 522.90 	 7.4 	 17.2 	 8.23 	 8.87 	 -0.64
225 	J054951-745935 	 286.16 	 -30.11 	 286.06 	 -30.03 	 941.40 	 6.9 	 24.7 	 5.08 	 6.93 	 -1.85
226 	J055130-691631 	 279.55 	 -30.52 	 280.00 	 -30.53 	 790.80 	 5.1 	 33.6 	 -6.37 	 -6.60 	 0.23
227 	J055732-741646 	 285.28 	 -29.68 	 285.44 	 -30.08 	 1457.50 	 8.4 	 28.0 	 5.52 	 6.08 	 -0.56
228 	J055845-745904 	 286.08 	 -29.53 	 286.34 	 -29.30 	 522.00 	 7.8 	 25.3 	 4.78 	 5.02 	 -0.24
229 	J055926-744032 	 285.72 	 -29.52 	 286.02 	 -29.35 	 516.20 	 8.3 	 18.5 	 4.59 	 5.50 	 -0.91
230 	J055939-751109 	 286.30 	 -29.46 	 286.34 	 -29.30 	 522.00 	 7.3 	 25.3 	 4.22 	 5.02 	 -0.80
231 	J060055-724624 	 283.53 	 -29.55 	 283.88 	 -29.87 	 1272.80 	 7.5 	 25.5 	 4.05 	 4.51 	 -0.46
232 	J060135-695541 	 280.26 	 -29.62 	 280.22 	 -29.48 	 606.90 	 5.3 	 20.5 	 9.40 	 9.55 	 -0.15
233 	J060316-743952 	 285.68 	 -29.26 	 285.57 	 -29.54 	 1292.00 	 8.8 	 44.2 	 4.62 	 7.03 	 -2.41
234 	J060533-733420 	 284.43 	 -29.17 	 284.21 	 -29.60 	 1782.50 	 7.6 	 27.4 	 3.80 	 6.11 	 -2.31
235 	J060540-742521 	 285.40 	 -29.12 	 285.57 	 -29.54 	 1292.00 	 9.3 	 44.2 	 5.19 	 7.03 	 -1.84
236 	J060822-752100 	 286.45 	 -28.89 	 286.34 	 -29.30 	 522.00 	 7.0 	 25.3 	 3.64 	 5.02 	 -1.38
237 	J060842-732144 	 284.18 	 -28.96 	 284.14 	 -28.92 	 562.60 	 7.3 	 29.3 	 4.50 	 6.07 	 -1.57
238 	J060900-705524 	 281.39 	 -28.98 	 281.47 	 -29.05 	 892.20 	 6.6 	 25.1 	 3.58 	 5.97 	 -2.39
239 	J060902-705506 	 281.38 	 -28.98 	 281.47 	 -29.05 	 892.20 	 6.6 	 25.1 	 3.84 	 5.97 	 -2.13
240 	J061011-724813 	 283.53 	 -28.86 	 283.92 	 -29.21 	 1979.90 	 6.5 	 18.1 	 3.90 	 7.45 	 -3.55
241 	J061013-743151 	 285.51 	 -28.81 	 285.53 	 -28.63 	 1198.60 	 8.6 	 28.5 	 3.93 	 4.52 	 -0.59
242 	J061014-743208 	 285.51 	 -28.81 	 285.53 	 -28.63 	 1198.60 	 8.4 	 28.5 	 3.99 	 4.52 	 -0.53
243 	J061014-743214 	 285.51 	 -28.81 	 285.53 	 -28.63 	 1198.60 	 8.5 	 28.5 	 4.04 	 4.52 	 -0.48
244 	J061024-711917 	 281.84 	 -28.86 	 282.16 	 -29.20 	 2346.40 	 6.0 	 22.4 	 2.48 	 3.90 	 -1.42
245 	J061030-700235 	 280.38 	 -28.85 	 280.68 	 -28.62 	 846.70 	 5.5 	 17.9 	 5.61 	 6.84 	 -1.23
246 	J061328-741046 	 285.10 	 -28.60 	 285.24 	 -28.15 	 2406.80 	 7.8 	 37.8 	 3.70 	 3.60 	 0.10
247 	J010214-801239 	 302.36 	 -36.91 	 301.69 	 -36.78 	 408.50 	 4.9 	 30.6 	 3.01 	 5.04 	 -2.03
248 	J010218-754650 	 302.04 	 -41.33 	 301.43 	 -41.11 	 931.60 	 4.2 	 20.6 	 7.94 	 8.51 	 -0.57
249 	J010236-762313 	 302.06 	 -40.72 	 302.27 	 -40.87 	 433.20 	 4.6 	 17.1 	 7.21 	 4.55 	 2.66
250 	J010238-762315 	 302.06 	 -40.72 	 302.27 	 -40.87 	 433.20 	 4.5 	 17.1 	 7.08 	 4.55 	 2.53
251 	J010251-753523 	 301.98 	 -41.52 	 301.43 	 -41.11 	 931.60 	 4.7 	 20.6 	 9.89 	 8.51 	 1.38
252 	J011321-752819 	 301.10 	 -41.58 	 301.43 	 -41.11 	 931.60 	 4.0 	 20.6 	 8.06 	 8.51 	 -0.45
253 	J011344-803517 	 301.80 	 -36.49 	 301.69 	 -36.78 	 408.50 	 5.3 	 30.6 	 2.57 	 5.04 	 -2.47
254 	J011348-803455 	 301.80 	 -36.50 	 301.69 	 -36.78 	 408.50 	 5.0 	 30.6 	 2.98 	 5.04 	 -2.06
255 	J011440-803741 	 301.76 	 -36.45 	 301.69 	 -36.78 	 408.50 	 5.2 	 30.6 	 2.81 	 5.04 	 -2.23
256 	J015153-795153 	 299.64 	 -36.87 	 298.94 	 -37.07 	 2277.10 	 5.3 	 16.9 	 3.57 	 4.20 	 -0.63
257 	J020211-762006 	 297.55 	 -40.05 	 297.83 	 -40.55 	 909.10 	 4.0 	 24.3 	 6.93 	 6.91 	 0.02
258 	J020216-762004 	 297.55 	 -40.04 	 297.83 	 -40.55 	 909.10 	 3.5 	 24.3 	 6.81 	 6.91 	 -0.10
259 	J031157-783612 	 294.83 	 -36.22 	 294.47 	 -35.71 	 800.00 	 6.4 	 23.2 	 1.60 	 2.69 	 -1.09
260 	J031836-795958 	 295.64 	 -34.95 	 295.93 	 -35.44 	 2645.40 	 5.9 	 18.2 	 1.92 	 2.42 	 -0.50
261 	J032658-763905 	 292.46 	 -37.13 	 293.08 	 -36.90 	 441.70 	 7.5 	 39.4 	 3.77 	 4.68 	 -0.91
262 	J032718-763747 	 292.42 	 -37.13 	 293.08 	 -36.90 	 441.70 	 8.2 	 39.4 	 3.56 	 4.68 	 -1.12
263 	J033309-764641 	 292.26 	 -36.79 	 292.94 	 -36.74 	 453.20 	 9.7 	 21.0 	 3.13 	 4.13 	 -1.00
264 	J034736-763204 	 291.34 	 -36.33 	 291.08 	 -35.85 	 667.00 	 5.9 	 18.6 	 -0.15 	 -0.67 	 0.52
265 	J035440-784533 	 293.15 	 -34.62 	 292.87 	 -35.13 	 767.20 	 6.0 	 24.5 	 2.24 	 4.46 	 -2.22
266 	J035641-783935 	 292.98 	 -34.61 	 292.87 	 -35.13 	 767.20 	 6.2 	 24.5 	 2.45 	 4.46 	 -2.01
267 	J035728-783508 	 292.88 	 -34.62 	 292.87 	 -35.13 	 767.20 	 5.9 	 24.5 	 2.08 	 4.46 	 -2.38
268 	J035801-760516 	 290.43 	 -36.12 	 291.08 	 -35.85 	 667.00 	 5.1 	 18.6 	 0.97 	 -0.67 	 1.64
269 	J035803-760526 	 290.43 	 -36.12 	 291.08 	 -35.85 	 667.00 	 5.2 	 18.6 	 1.02 	 -0.67 	 1.69
270 	J035810-760552 	 290.44 	 -36.11 	 291.08 	 -35.85 	 667.00 	 5.2 	 18.6 	 0.85 	 -0.67 	 1.52
271 	J035814-760604 	 290.44 	 -36.10 	 291.08 	 -35.85 	 667.00 	 5.2 	 18.6 	 2.80 	 -0.67 	 3.47
272 	J040400-710909 	 285.01 	 -38.56 	 284.84 	 -38.00 	 1087.40 	 5.7 	 19.7 	 7.16 	 7.98 	 -0.82
273 	J040848-750719 	 288.98 	 -36.13 	 288.25 	 -36.01 	 899.80 	 5.1 	 28.7 	 2.64 	 8.17 	 -5.53
274 	J041334-743302 	 288.17 	 -36.17 	 287.85 	 -35.63 	 493.40 	 7.7 	 19.5 	 5.43 	 5.55 	 -0.12
275 	J041409-773830 	 291.35 	 -34.48 	 291.67 	 -34.94 	 667.60 	 5.7 	 18.5 	 3.01 	 5.03 	 -2.02
276 	J041437-773239 	 291.23 	 -34.51 	 291.67 	 -34.94 	 667.60 	 6.1 	 18.5 	 3.08 	 5.03 	 -1.95
277 	J041648-785512 	 292.54 	 -33.66 	 291.96 	 -33.87 	 431.10 	 6.6 	 17.2 	 3.02 	 4.13 	 -1.11
278 	J042535-743245 	 287.67 	 -35.48 	 287.85 	 -35.63 	 493.40 	 7.3 	 19.5 	 4.60 	 5.55 	 -0.95
279 	J042651-743133 	 287.60 	 -35.42 	 286.96 	 -35.32 	 679.50 	 6.7 	 51.2 	 3.96 	 3.73 	 0.23
280 	J043207-724940 	 285.53 	 -35.85 	 285.19 	 -36.30 	 1053.10 	 8.2 	 47.7 	 1.74 	 -1.02 	 2.76
281 	J043443-744229 	 287.51 	 -34.87 	 287.30 	 -34.71 	 1020.80 	 5.4 	 19.1 	 3.19 	 2.26 	 0.93
282 	J043508-760432 	 288.98 	 -34.23 	 288.63 	 -34.65 	 887.10 	 8.0 	 21.8 	 3.27 	 4.58 	 -1.31
283 	J043535-745157 	 287.65 	 -34.75 	 287.30 	 -34.71 	 1020.80 	 5.0 	 19.1 	 1.94 	 2.26 	 -0.32
284 	J043853-750132 	 287.71 	 -34.49 	 287.30 	 -34.71 	 1020.80 	 4.8 	 19.1 	 3.36 	 2.26 	 1.10
285 	J044034-742118 	 286.92 	 -34.67 	 287.30 	 -34.71 	 1020.80 	 6.9 	 19.1 	 2.43 	 2.26 	 0.17
286 	J044115-744900 	 287.41 	 -34.43 	 287.30 	 -34.71 	 1020.80 	 6.2 	 19.1 	 3.23 	 2.26 	 0.97
287 	J045046-743537 	 286.86 	 -33.95 	 286.27 	 -33.82 	 504.80 	 7.2 	 20.2 	 4.40 	 6.02 	 -1.62
288 	J045047-743538 	 286.86 	 -33.95 	 286.27 	 -33.82 	 504.80 	 6.5 	 20.2 	 3.96 	 6.02 	 -2.06
289 	J045220-682306 	 279.68 	 -35.92 	 279.55 	 -35.74 	 2093.10 	 5.3 	 17.1 	 3.31 	 5.14 	 -1.83
290 	J045517-751143 	 287.40 	 -33.45 	 287.69 	 -33.01 	 1291.20 	 6.1 	 17.7 	 4.47 	 6.50 	 -2.03
291 	J045940-695504 	 281.24 	 -34.85 	 280.80 	 -35.01 	 1769.30 	 6.8 	 20.2 	 4.51 	 8.65 	 -4.14
292 	J050537-760540 	 288.14 	 -32.54 	 288.41 	 -33.01 	 568.70 	 6.5 	 23.5 	 5.11 	 5.89 	 -0.78
293 	J050707-751645 	 287.19 	 -32.71 	 287.69 	 -33.01 	 1291.20 	 6.8 	 17.7 	 6.60 	 6.50 	 0.10
294 	J051317-692224 	 280.24 	 -33.84 	 280.55 	 -34.29 	 653.20 	 6.1 	 17.0 	 9.10 	 9.32 	 -0.22
295 	J051321-692240 	 280.24 	 -33.84 	 280.55 	 -34.29 	 653.20 	 6.0 	 17.0 	 8.55 	 9.32 	 -0.77
296 	J052340-705019 	 281.73 	 -32.67 	 281.79 	 -32.32 	 820.10 	 5.3 	 20.4 	 9.03 	 10.23 	 -1.20
297 	J052456-693855 	 280.31 	 -32.79 	 279.73 	 -32.61 	 573.00 	 4.5 	 18.3 	 9.04 	 9.50 	 -0.46
298 	J052502-693902 	 280.31 	 -32.78 	 279.73 	 -32.61 	 573.00 	 4.8 	 18.3 	 8.74 	 9.50 	 -0.76
299 	J052517-672245 	 277.64 	 -33.13 	 277.01 	 -33.23 	 834.10 	 4.5 	 17.7 	 7.37 	 6.39 	 0.98
300 	J052648-645142 	 274.63 	 -33.32 	 275.12 	 -33.46 	 447.00 	 4.8 	 17.8 	 5.22 	 5.89 	 -0.67
301 	J052936-734000 	 284.90 	 -31.67 	 285.44 	 -31.45 	 492.30 	 6.8 	 30.6 	 7.58 	 7.42 	 0.16
302 	J060035-701218 	 280.58 	 -29.69 	 280.45 	 -29.27 	 448.40 	 6.2 	 23.1 	 5.22 	 5.76 	 -0.54
