src_id,src_name,src_glon,src_glat,nhi,sig_nhi,nhi_thin,star_id,r_med,ew_ki_ism,amp_ki_ism,res_max_ki_ism,ki_ism_vlsr_obs,ki_ism_avg_vlsr_obs,ki_ism_sig_vlsr_obs,emt_min_vlsr,vlsr_hi_ki_diff,vlsr_diff_min,n_nearby_stars
20,J005238-731244,302.81154195445,-43.91565248661146,3.336681784715712,0.5012348404419549,3.222229728197557,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
21,J005321-770019,302.7906013992145,-40.12240171984416,4.363817629657384,0.3316208789729689,3.882161011726859,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
22,J005337-723143,302.7008249570573,-44.59862345911304,3.535289403524106,0.7454096494605067,3.3059691435852447,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
23,J005341-771713,302.77036006109995,-39.84048586330969,4.206382437678583,0.2031274185508656,3.96423376091722,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
24,J005611-710706,302.37846182308533,-46.004698239991775,2.232848886012131,0.1018531775576831,2.251125739157412,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
25,J005641-783945,302.60203271818045,-38.46228820661154,5.238702243779031,1.0394033340696407,5.091155296096597,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
26,J005732-741242,302.36501052258194,-42.90963353176277,2.736282587901313,0.139664583742854,2.701180019100925,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
27,J010120-781900,302.28848942526963,-38.79920618045551,5.056057206009962,0.2467886496830771,4.842613391386285,150706005901396,1055.759033203125,0.0375923253595829,0.0810283559107522,0.1242064871028084,4.061160816438697,3.434988176777236,3.5355339059327373,5.3106926861823744,1.2495318697436772,1.2495318697436772,2
28,J010214-801239,302.35759836878066,-36.90528869340715,4.857993615715261,0.3886382954574104,4.605229313185144,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
29,J010218-754650,302.04268290769085,-41.32864730297864,4.215454032242091,0.3443417586123907,4.135335082416362,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
30,J010236-762313,302.0645328653529,-40.72239710528017,4.558806145854053,0.2376150657151339,4.235184946513839,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
31,J010238-762315,302.0625771326994,-40.72163490866326,4.498907771482302,0.2147563299002882,4.248404284445658,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
32,J010249-795604,302.30819510915126,-37.17978781421494,5.247292273967828,0.3056801027900181,5.087233116276174,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
33,J010249-795600,302.3072618901719,-37.18132994427872,5.62846511790506,0.4020850750744426,5.280221444391184,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
34,J010251-753523,301.9832440702127,-41.51734918068752,4.66450141775634,0.1438745405342591,4.5386852653540215,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
35,J010452-795246,302.19080146911887,-37.229246364433145,5.990174153233965,0.1810327308535436,5.5836920153904135,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
36,J010811-754156,301.5540242472962,-41.38449715938118,4.273245390904246,0.4018054203498672,4.051246297844747,150705006401309,931.5885009765624,0.0359147377312183,0.065072403877071,0.0820322909423437,8.506430415893046,8.506430415893046,5.0,7.916428228993672,0.5900021868993743,0.5900021868993743,1
37,J010912-790840,301.8722998777585,-37.94699848283186,5.884858457268473,0.5038937207721175,5.36611762656,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
38,J011049-731427,300.99659195266406,-43.8143862223808,2.7635802884331504,0.2869759655497179,2.673219106733487,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
39,J011130-754504,301.289022991341,-41.31277367588268,3.9907199988478608,0.2234513265434605,4.01061044694248,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
40,J011134-753809,301.2688258984274,-41.42734798908945,4.356430367970234,0.1557061696278812,4.153847544390162,150705006401309,931.5885009765624,0.0359147377312183,0.065072403877071,0.0820322909423437,8.506430415893046,7.125434113888615,3.5355339059327373,7.845464952423617,0.6609654634694291,0.6609654634694291,2
41,J011136-753800,301.26543735648966,-41.42955624107121,4.393898898226468,0.1435798906013811,4.299180018286774,150705006401309,931.5885009765624,0.0359147377312183,0.065072403877071,0.0820322909423437,8.506430415893046,7.125434113888615,3.5355339059327373,7.628725475628692,0.877704940264354,0.877704940264354,2
42,J011321-752819,301.09691934741187,-41.5778507314739,4.0141289091915295,0.2748335810815464,3.994498526481897,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
43,J011344-803517,301.79934251402034,-36.490974030623136,5.2859051689885215,0.289985624423776,5.089200426753976,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
44,J011348-803455,301.79555765561867,-36.49665432236608,5.002932595605912,0.3832952958226994,4.840189932766902,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
45,J011432-732142,300.648528669234,-43.66376769323441,2.4067861873504417,0.4125035810549302,2.249635060716251,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
46,J011440-803741,301.7577671829528,-36.44699376004337,5.175683349688759,0.2635466336143497,4.993629119443824,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
47,J011549-771147,301.1749615964515,-39.84830772499365,4.630007234518532,0.3509346389438261,4.507849700488786,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
48,J011552-761226,301.0105746814931,-40.82986116739284,4.243618802856298,0.1854325506775295,4.067088309364143,150705006401309,931.5885009765624,0.0359147377312183,0.065072403877071,0.0820322909423437,8.506430415893046,8.506430415893046,5.0,7.326533233676945,1.1798971822161013,1.1798971822161013,1
49,J011623-790554,301.4384440489122,-37.95732519871193,5.5365286022841165,0.6710433540519173,5.554614837194085,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
50,J012235-790920,301.08086091098966,-37.86039347632524,5.298546938841195,0.4907389257552414,5.1566762667126245,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
51,J012250-715042,299.47653391268415,-45.07181288597565,4.051941360888334,0.1901770625808265,3.970949442486576,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
52,J012257-751507,300.2525491105543,-41.71192386023117,4.342262668766805,0.2329793520615496,4.4441502622281135,141104002801170,989.8138427734376,0.0760193094611167,0.174382400045962,0.1798396470928609,5.744437811884184,5.744437811884184,5.0,7.747833807473169,2.003395995588985,2.003395995588985,1
53,J012313-801316,301.251472591642,-36.803192990068034,5.36810997366817,0.4593348914845463,5.334863097831722,141103003101030,501.9067993164063,0.0379966646432876,0.085711896293086,0.1001149789961218,2.4521316392973667,2.4521316392973667,5.0,2.852279984610823,0.4001483453134562,0.4001483453134562,1
54,J012315-801311,301.249344385512,-36.80412203948965,5.927804223165915,0.6389641904755129,5.773095602086478,141103003101030,501.9067993164063,0.0379966646432876,0.085711896293086,0.1001149789961218,2.4521316392973667,2.4521316392973667,5.0,3.31515694080192,0.8630253015045533,0.8630253015045533,1
55,J012316-801255,301.24807660113487,-36.808601195286855,5.648382417997647,0.4629210620754844,5.416821325687861,141103003101030,501.9067993164063,0.0379966646432876,0.085711896293086,0.1001149789961218,2.4521316392973667,2.4521316392973667,5.0,2.48283260905306,0.030700969755693,0.030700969755693,1
56,J012317-801244,301.2459099713007,-36.81143289105269,5.512632223433223,0.3392190788471284,5.35152897518864,141103003101030,501.9067993164063,0.0379966646432876,0.085711896293086,0.1001149789961218,2.4521316392973667,2.4521316392973667,5.0,2.725046338232465,0.2729146989350983,0.2729146989350983,1
57,J012704-760339,300.10453245030266,-40.87106360788411,4.071159803059322,0.1937050989572274,3.975212993604549,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
58,J012705-810814,301.24376463877087,-35.87383729689095,5.722026186798191,0.4595377847661538,4.954537895684096,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
59,J012715-810829,301.237127927417,-35.868598323486815,5.645145565254577,0.2839104706916575,4.592450747670119,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
60,J012808-751251,299.807394480593,-41.69059217853784,4.250918819664877,2.271968599580249,4.166913751816395,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
61,J012930-733309,299.2440247244944,-43.30190214982788,3.573044202410948,0.1381096341846557,3.2326339240362407,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
62,J013030-811640,301.1159244394352,-35.712189300926724,5.1959076584246935,0.2839852622456483,4.116620012729108,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
63,J013148-791617,300.569694068107,-37.67093305901675,5.300708373280923,0.24499582461244,5.286031097406744,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
64,J013155-805834,300.9791613711382,-35.99794668248875,6.097211532198548,0.232573331911609,5.402443355679306,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
65,J013158-805841,300.97726204310266,-35.99553787041016,6.36447313152892,0.2769170857666861,5.804235945814609,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
66,J013252-760405,299.6539129338369,-40.79533511373284,3.584183451479302,0.3742437140212152,3.37339819457147,191106002301227,1432.7745361328125,0.0418372862040996,0.0852139144484381,0.087027020870914,-1.9769132661266449,-0.3178431901141221,3.5355339059327373,1.2838027551579676,3.2607160212846127,3.2607160212846127,2
67,J013745-790508,300.1749951152156,-37.79350390127401,6.751086778359938,0.6395459612990403,5.234969075209039,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
68,J013800-812100,300.7927181819258,-35.58417426348158,5.463918767377407,0.6754334923203389,4.046092804724193,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
69,J013910-784115,299.97504085500475,-38.1651972684986,5.7866860831171945,0.4886141494143169,5.771747879107092,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
70,J013926-772856,299.59161110623023,-39.33277122889344,4.401068092997712,0.1425890293312718,4.251670497243776,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
71,J014454-801334,300.12974097339355,-36.60926328117933,6.267342100403399,0.2600127710209089,5.887460059644629,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
72,J014601-783125,299.5055247278103,-38.23876284891912,6.311792960598816,0.3114216854420388,5.943253914942901,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
73,J015153-795153,299.6438784687878,-36.87432581703123,5.285111329597723,0.5345884992255657,5.145212589958756,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
74,J015425-761348,298.0734862261441,-40.29812075363846,4.337447162616916,0.1290635836337258,4.072712422017542,140805004801170,909.0890502929688,0.0423721708357334,0.137117148049536,0.1348092897389967,6.911785284536579,6.911785284536579,5.0,6.817833298578184,0.0939519859583954,0.0939519859583954,1
75,J015541-782742,298.895301921474,-38.158044580961445,5.663426048171421,0.4887905459672954,5.719117422741192,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
76,J015543-782736,298.8934714766549,-38.15939255285602,5.4045944515103095,0.5609764939481298,5.39382233080729,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
77,J015552-782819,298.8884535055631,-38.14544913473955,5.58773230795816,0.2645772052395284,5.528043338286641,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
78,J015714-784232,298.9029234267265,-37.89956011620253,6.380575393901464,0.4804094884104948,6.349868147761639,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
79,J015733-784227,298.88386764772093,-37.89590629035754,6.432041587947426,0.4841933945762,6.310536365548875,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
80,J015945-783929,298.73351002514585,-37.90738911552609,6.20690399034218,0.4419281868523558,5.987936087043616,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
81,J020022-783925,298.6972227790413,-37.89846813505512,5.733847171673937,0.8310364678801964,5.662950051749903,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
82,J020211-762006,297.55196367208976,-40.04501620705182,3.954377344316115,0.2327855074914877,3.7640930934115566,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
83,J020216-762004,297.545733518184,-40.04375734769346,3.5451390665300804,0.2461585192938147,3.3081590579446707,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,999.0,0
84,J020448-795503,298.99462704101825,-36.643042447811,5.838456220721589,0.2583462156982051,5.431440193208574,150704002301110,2603.33642578125,0.0552278533577919,0.1348387335330141,0.136846342685974,5.12056535262254,4.947889002101162,2.886751345948129,5.2318878154092605,0.1113224627867204,0.1113224627867204,3
85,J020803-792116,298.57205374998495,-37.11674375180736,5.961803038876273,0.6897890558958285,5.686490533699992,150704002301129,2277.08203125,0.0294950418174266,0.0807566056921225,0.0778049733521816,4.195772862565105,4.447884263054975,3.5355339059327373,4.003165226022236,0.1926076365428697,0.1926076365428697,2
86,J021929-781445,297.3782932000249,-37.916001345691626,6.077030723668338,0.5965969024728036,5.838827173948241,150704002301309,2405.839111328125,0.0303192120045423,0.0556974166571111,0.0678495310042829,-2.874720045551398,-0.5076922620462541,3.5355339059327373,-1.73625702276675,1.1384630227846482,1.1384630227846482,2
87,J022338-794014,297.9184381979881,-36.54329787675434,6.281105459211521,0.4470380640421509,5.407826968927532,150704002301062,704.9227294921875,0.0664546266198158,0.1354115532465905,0.1321173591579382,4.699995663544845,5.113662227330343,3.5355339059327373,1.523668146718935,3.17632751682591,3.17632751682591,2
88,J022458-784143,297.3124818393199,-37.39228559999217,8.02621667259544,0.3128022726592657,6.866478415712093,150704002301393,2381.093994140625,0.0384095422923564,0.1299111095808704,0.1288207688312845,4.500768235095151,4.615089063820843,2.23606797749979,2.528493008443608,1.972275226651543,1.972275226651543,5
89,J022934-784745,297.117989644251,-37.20049756785525,7.0362243144805285,0.6895162114002567,6.6363714822436775,150827004601161,879.5420532226562,0.0300176441669464,0.0649381486993856,0.0729796810514907,2.8373854630117243,3.378194511309486,3.5355339059327373,2.162890155513578,0.6744953074981463,0.6744953074981463,2
90,J023934-782554,296.3540652329869,-37.27864155249745,6.96589582642571,0.7090782464981937,6.417525462888115,150827004601180,633.9329833984375,0.0311299338936805,0.093788245258932,0.0919201087190072,3.919003559607248,3.919003559607248,5.0,4.069323162636406,0.1503196030291587,0.1503196030291587,1
